Month Name,Month,Year,Query Count,Query Text,Month Num,Rank,,,,,,,,,,
January,,2016,17,health department,1,15102,,,,,,,,,,
January,,2016,13,hermitage,1,20168,,,,,,,,,,
January,,2016,8,holiday,1,28780,,,,,,,,,,
January,,2016,35,holidays,1,5316,,,,,,,,,,
January,,2016,7,Holidays,1,31551,,,,,,,,,,
January,,2016,11,homeless,1,22840,,,,,,,,,,
January,,2016,15,Hours,1,17757,,,,,,,,,,
January,,2016,7,how much does metro pay for utilities,1,31551,,,,,,,,,,
January,,2016,7,how to get your criminal record,1,31551,,,,,,,,,,
January,,2016,26,hr,1,8239,,,,,,,,,,
January,,2016,8,Hr,1,28780,,,,,,,,,,
January,,2016,92,human resources,1,1092,,,,,,,,,,
January,,2016,17,Human resources,1,15102,,,,,,,,,,
January,,2016,12,ice skating,1,21410,,,,,,,,,,
January,,2016,11,Ice skating,1,22840,,,,,,,,,,
January,,2016,39,im,1,4519,,,,,,,,,,
January,,2016,13,impound,1,20168,,,,,,,,,,
January,,2016,11,incident report,1,22840,,,,,,,,,,
January,,2016,11,Inclement weather,1,22840,,,,,,,,,,
January,,2016,10,inclement weather policy,1,24413,,,,,,,,,,
January,,2016,17,inglewood place,1,15102,,,,,,,,,,
January,,2016,14,Inmate,1,18917,,,,,,,,,,
January,,2016,7,inmate,1,31551,,,,,,,,,,
January,,2016,8,Inmate lookup,1,28780,,,,,,,,,,
January,,2016,41,inmate search,1,4203,,,,,,,,,,
January,,2016,12,Inmate search,1,21410,,,,,,,,,,
January,,2016,8,Inmates,1,28780,,,,,,,,,,
January,,2016,7,inmates,1,31551,,,,,,,,,,
January,,2016,43,inside metro,1,3912,,,,,,,,,,
January,,2016,9,Inside Metro,1,26399,,,,,,,,,,
January,,2016,7,insurance,1,31551,,,,,,,,,,
January,,2016,8,interactive maps,1,28780,,,,,,,,,,
January,,2016,24,internship,1,9261,,,,,,,,,,
January,,2016,13,internships,1,20168,,,,,,,,,,
January,,2016,10,iod,1,24413,,,,,,,,,,
January,,2016,12,iprocurement,1,21410,,,,,,,,,,
January,,2016,39,isupplier,1,4519,,,,,,,,,,
January,,2016,7,jackson park,1,31551,,,,,,,,,,
January,,2016,11,james walker,1,22840,,,,,,,,,,
January,,2016,12,job,1,21410,,,,,,,,,,
January,,2016,17,Job openings,1,15102,,,,,,,,,,
January,,2016,9,job openings,1,26399,,,,,,,,,,
January,,2016,7,job opportunities,1,31551,,,,,,,,,,
January,,2016,108,jobs,1,804,,,,,,,,,,
January,,2016,36,Jobs,1,5095,,,,,,,,,,
January,,2016,7,judges,1,31551,,,,,,,,,,
January,,2016,13,jury duty,1,20168,,,,,,,,,,
January,,2016,8,juvenile court,1,28780,,,,,,,,,,
January,,2016,21,kiva,1,11275,,,,,,,,,,
January,,2016,8,landlord,1,28780,,,,,,,,,,
January,,2016,7,landscape buffer,1,31551,,,,,,,,,,
January,,2016,27,Leaders position parks,1,7822,,,,,,,,,,
January,,2016,8,Lenox village,1,28780,,,,,,,,,,
January,,2016,31,library,1,6392,,,,,,,,,,
January,,2016,9,license,1,26399,,,,,,,,,,
January,,2016,7,life insurance claim,1,31551,,,,,,,,,,
January,,2016,7,liquor certificate compliance,1,31551,,,,,,,,,,
January,,2016,7,log in,1,31551,,,,,,,,,,
January,,2016,10,login,1,24413,,,,,,,,,,
January,,2016,8,logo,1,28780,,,,,,,,,,
January,,2016,9,longevity,1,26399,,,,,,,,,,
January,,2016,16,low speed vehicles,1,16227,,,,,,,,,,
January,,2016,9,M r leader 1 list,1,26399,,,,,,,,,,
January,,2016,10,Mai Gooch,1,24413,,,,,,,,,,
January,,2016,8,mail,1,28780,,,,,,,,,,
January,,2016,15,map,1,17757,,,,,,,,,,
January,,2016,25,mapping,1,8768,,,,,,,,,,
January,,2016,104,maps,1,872,,,,,,,,,,
January,,2016,10,Maps,1,24413,,,,,,,,,,
January,,2016,22,marriage,1,10472,,,,,,,,,,
January,,2016,10,Marriage,1,24413,,,,,,,,,,
January,,2016,7,marriage certificate,1,31551,,,,,,,,,,
January,,2016,20,marriage license,1,11950,,,,,,,,,,
January,,2016,14,Marriage license,1,18917,,,,,,,,,,
January,,2016,8,mayor,1,28780,,,,,,,,,,
January,,2016,10,mdha,1,24413,,,,,,,,,,
January,,2016,10,Mechanical Permit form,1,24413,,,,,,,,,,
January,,2016,16,media release,1,16227,,,,,,,,,,
January,,2016,11,Media release,1,22840,,,,,,,,,,
January,,2016,54,media releases,1,2698,,,,,,,,,,
January,,2016,10,Media releases,1,24413,,,,,,,,,,
January,,2016,9,metro codes,1,26399,,,,,,,,,,
January,,2016,12,metro council,1,21410,,,,,,,,,,
January,,2016,7,metro employee discounts,1,31551,,,,,,,,,,
January,,2016,23,metro employee salaries,1,9894,,,,,,,,,,
January,,2016,19,metro holidays,1,12942,,,,,,,,,,
January,,2016,12,metro maps,1,21410,,,,,,,,,,
January,,2016,17,metro pay plan,1,15102,,,,,,,,,,
January,,2016,7,metro pay scale,1,31551,,,,,,,,,,
January,,2016,7,metro raise,1,31551,,,,,,,,,,
January,,2016,9,metro schools,1,26399,,,,,,,,,,
January,,2016,31,metro water,1,6392,,,,,,,,,,
January,,2016,7,Metro Water,1,31551,,,,,,,,,,
January,,2016,7,METROPOLITAN DEVELOPMENT HOUSEING ONLINE APPLICATION,1,31551,,,,,,,,,,
January,,2016,10,mhzc,1,24413,,,,,,,,,,
January,,2016,8,mnps,1,28780,,,,,,,,,,
January,,2016,7,Morris Rogers,1,31551,,,,,,,,,,
January,,2016,18,msip,1,13846,,,,,,,,,,
January,,2016,8,MSIP,1,28780,,,,,,,,,,
January,,2016,8,Msip,1,28780,,,,,,,,,,
January,,2016,11,MTA,1,22840,,,,,,,,,,
January,,2016,11,mug shots,1,22840,,,,,,,,,,
January,,2016,13,Mugshot,1,20168,,,,,,,,,,
January,,2016,32,Mugshots,1,6069,,,,,,,,,,
January,,2016,19,mugshots,1,12942,,,,,,,,,,
January,,2016,9,name change,1,26399,,,,,,,,,,
January,,2016,91,Nashville,1,1118,,,,,,,,,,
January,,2016,7,Nashville's Sheriff's Department phone number,1,31551,,,,,,,,,,
January,,2016,7,Neighborhood Conservation overlay,1,31551,,,,,,,,,,
January,,2016,11,new americans,1,22840,,,,,,,,,,
January,,2016,30,notary,1,6674,,,,,,,,,,
January,,2016,8,Notary,1,28780,,,,,,,,,,
January,,2016,9,notary app,1,26399,,,,,,,,,,
January,,2016,7,notary application,1,31551,,,,,,,,,,
January,,2016,7,old hickory blvd widen,1,31551,,,,,,,,,,
January,,2016,15,old hickory boulevard,1,17757,,,,,,,,,,
January,,2016,7,Old Hickory Utility District,1,31551,,,,,,,,,,
January,,2016,27,open data,1,7822,,,,,,,,,,
January,,2016,10,ordinance,1,24413,,,,,,,,,,
January,,2016,11,ordinances,1,22840,,,,,,,,,,
January,,2016,7,paragon mills,1,31551,,,,,,,,,,
January,,2016,15,Parcel Consolidation,1,17757,,,,,,,,,,
January,,2016,14,parking,1,18917,,,,,,,,,,
January,,2016,7,Parking,1,31551,,,,,,,,,,
January,,2016,10,parking signs,1,24413,,,,,,,,,,
January,,2016,20,parks,1,11950,,,,,,,,,,
January,,2016,11,Parthenon,1,22840,,,,,,,,,,
January,,2016,8,parthenon,1,28780,,,,,,,,,,
January,,2016,9,passport,1,26399,,,,,,,,,,
January,,2016,10,pay,1,24413,,,,,,,,,,
January,,2016,11,Pay bill,1,22840,,,,,,,,,,
January,,2016,50,pay plan,1,3044,,,,,,,,,,
January,,2016,11,pay property taxes,1,22840,,,,,,,,,,
January,,2016,19,pay scale,1,12942,,,,,,,,,,
January,,2016,18,Pay stub,1,13846,,,,,,,,,,
January,,2016,11,pay stub,1,22840,,,,,,,,,,
January,,2016,97,payroll,1,992,,,,,,,,,,
January,,2016,10,Payroll,1,24413,,,,,,,,,,
January,,2016,9,pdweb,1,26399,,,,,,,,,,
January,,2016,7,pension,1,31551,,,,,,,,,,
January,,2016,7,pension calculator,1,31551,,,,,,,,,,
January,,2016,13,performance bond audit,1,20168,,,,,,,,,,
January,,2016,22,permit,1,10472,,,,,,,,,,
January,,2016,9,permit application,1,26399,,,,,,,,,,
January,,2016,10,permit tracking,1,24413,,,,,,,,,,
January,,2016,37,permits,1,4896,,,,,,,,,,
January,,2016,14,Permits,1,18917,,,,,,,,,,
January,,2016,8,permits for lane closer,1,28780,,,,,,,,,,
January,,2016,9,planned unit development,1,26399,,,,,,,,,,
January,,2016,37,planning,1,4896,,,,,,,,,,
January,,2016,11,Planning,1,22840,,,,,,,,,,
January,,2016,30,planning commission,1,6674,,,,,,,,,,
January,,2016,8,planning department,1,28780,,,,,,,,,,
January,,2016,7,planning staff reports,1,31551,,,,,,,,,,
January,,2016,84,police,1,1279,,,,,,,,,,
January,,2016,23,Police,1,9894,,,,,,,,,,
January,,2016,9,Police academy,1,26399,,,,,,,,,,
January,,2016,24,police department,1,9261,,,,,,,,,,
January,,2016,7,Police department,1,31551,,,,,,,,,,
January,,2016,9,police media release,1,26399,,,,,,,,,,
January,,2016,8,Police Pay Scale and Benefits,1,28780,,,,,,,,,,
January,,2016,26,police report,1,8239,,,,,,,,,,
January,,2016,14,police reports,1,18917,,,,,,,,,,
January,,2016,12,policy,1,21410,,,,,,,,,,
January,,2016,7,Population,1,31551,,,,,,,,,,
January,,2016,8,probation,1,28780,,,,,,,,,,
January,,2016,24,procurement,1,9261,,,,,,,,,,
January,,2016,7,promotions,1,31551,,,,,,,,,,
January,,2016,13,property,1,20168,,,,,,,,,,
January,,2016,34,property assessor,1,5549,,,,,,,,,,
January,,2016,64,property maps,1,2036,,,,,,,,,,
January,,2016,9,property records,1,26399,,,,,,,,,,
January,,2016,12,property search,1,21410,,,,,,,,,,
January,,2016,55,property tax,1,2624,,,,,,,,,,
January,,2016,8,Property tax,1,28780,,,,,,,,,,
January,,2016,8,property tax sale,1,28780,,,,,,,,,,
January,,2016,56,property taxes,1,2553,,,,,,,,,,
January,,2016,12,Property taxes,1,21410,,,,,,,,,,
January,,2016,18,public records,1,13846,,,,,,,,,,
January,,2016,12,Public records,1,21410,,,,,,,,,,
January,,2016,80,public works,1,1397,,,,,,,,,,
January,,2016,22,Public works,1,10472,,,,,,,,,,
January,,2016,7,Public Works,1,31551,,,,,,,,,,
January,,2016,11,purchasing,1,22840,,,,,,,,,,
January,,2016,8,real property,1,28780,,,,,,,,,,
January,,2016,8,real property taxes,1,28780,,,,,,,,,,
January,,2016,7,Recent booking,1,31551,,,,,,,,,,
January,,2016,7,Recent bookings,1,31551,,,,,,,,,,
January,,2016,14,records,1,18917,,,,,,,,,,
January,,2016,16,recycle,1,16227,,,,,,,,,,
January,,2016,8,Recycle,1,28780,,,,,,,,,,
January,,2016,20,recycling,1,11950,,,,,,,,,,
January,,2016,10,Recycling,1,24413,,,,,,,,,,
January,,2016,31,red river,1,6392,,,,,,,,,,
January,,2016,27,register of deeds,1,7822,,,,,,,,,,
January,,2016,7,REPORT A TRAFFIC ACCIDENT,1,31551,,,,,,,,,,
January,,2016,9,report accident,1,26399,,,,,,,,,,
January,,2016,8,report an accident,1,28780,,,,,,,,,,
January,,2016,9,residents of the State,1,26399,,,,,,,,,,
January,,2016,7,retiree payroll,1,31551,,,,,,,,,,
January,,2016,14,retirement,1,18917,,,,,,,,,,
January,,2016,9,"review med, l.p.",1,26399,,,,,,,,,,
January,,2016,7,RFP,1,31551,,,,,,,,,,
January,,2016,20,road conditions,1,11950,,,,,,,,,,
January,,2016,15,Road conditions,1,17757,,,,,,,,,,
January,,2016,14,Robert Andrew Patterson,1,18917,,,,,,,,,,
January,,2016,8,roxianne bethune,1,28780,,,,,,,,,,
January,,2016,7,rule 5.7,1,31551,,,,,,,,,,
January,,2016,22,salaries,1,10472,,,,,,,,,,
January,,2016,21,salary,1,11275,,,,,,,,,,
January,,2016,7,sales tax,1,31551,,,,,,,,,,
January,,2016,10,school,1,24413,,,,,,,,,,
January,,2016,17,School calendar,1,15102,,,,,,,,,,
January,,2016,14,school calendar,1,18917,,,,,,,,,,
January,,2016,10,School closing,1,24413,,,,,,,,,,
January,,2016,7,School closings,1,31551,,,,,,,,,,
January,,2016,20,schools,1,11950,,,,,,,,,,
January,,2016,9,Schools,1,26399,,,,,,,,,,
January,,2016,10,self help,1,24413,,,,,,,,,,
January,,2016,31,self service,1,6392,,,,,,,,,,
January,,2016,7,sex offender registry,1,31551,,,,,,,,,,
January,,2016,7,shall be residents of the state of tennessee,1,31551,,,,,,,,,,
January,,2016,16,sheriff,1,16227,,,,,,,,,,
January,,2016,8,sheriff department,1,28780,,,,,,,,,,
January,,2016,11,sheriffs office,1,22840,,,,,,,,,,
January,,2016,16,sheriff's office,1,16227,,,,,,,,,,
January,,2016,11,sherrif department sales,1,22840,,,,,,,,,,
January,,2016,18,short term rental,1,13846,,,,,,,,,,
January,,2016,8,Short term rental,1,28780,,,,,,,,,,
January,,2016,7,short term rental permits,1,31551,,,,,,,,,,
January,,2016,8,short term rentals,1,28780,,,,,,,,,,
January,,2016,7,signs,1,31551,,,,,,,,,,
January,,2016,10,small business,1,24413,,,,,,,,,,
January,,2016,27,snow,1,7822,,,,,,,,,,
January,,2016,7,Snow,1,31551,,,,,,,,,,
January,,2016,16,snow removal,1,16227,,,,,,,,,,
January,,2016,7,Snow removal,1,31551,,,,,,,,,,
January,,2016,10,snow route,1,24413,,,,,,,,,,
January,,2016,8,Snow route map,1,28780,,,,,,,,,,
January,,2016,16,snow routes,1,16227,,,,,,,,,,
January,,2016,9,Snow routes,1,26399,,,,,,,,,,
January,,2016,7,social security card,1,31551,,,,,,,,,,
January,,2016,7,Soft Water,1,31551,,,,,,,,,,
January,,2016,7,SONNY WEST CONFERANCE,1,31551,,,,,,,,,,
January,,2016,12,sp,1,21410,,,,,,,,,,
January,,2016,7,sportsplex,1,31551,,,,,,,,,,
January,,2016,7,staff directory,1,31551,,,,,,,,,,
January,,2016,20,stormwater,1,11950,,,,,,,,,,
January,,2016,13,Stormwater,1,20168,,,,,,,,,,
January,,2016,9,street lights,1,26399,,,,,,,,,,
January,,2016,9,strp,1,26399,,,,,,,,,,
January,,2016,12,summer 2016 youth enrichment program application,1,21410,,,,,,,,,,
January,,2016,8,summer camp,1,28780,,,,,,,,,,
January,,2016,11,Surplus,1,22840,,,,,,,,,,
January,,2016,28,sweeping schedule,1,7373,,,,,,,,,,
January,,2016,10,tax,1,24413,,,,,,,,,,
January,,2016,14,tax assessor,1,18917,,,,,,,,,,
January,,2016,7,taxes,1,31551,,,,,,,,,,
January,,2016,7,Thomas  d. oglesby,1,31551,,,,,,,,,,
January,,2016,30,traffic,1,6674,,,,,,,,,,
January,,2016,22,Traffic,1,10472,,,,,,,,,,
January,,2016,12,traffic accident,1,21410,,,,,,,,,,
January,,2016,10,traffic accident report,1,24413,,,,,,,,,,
January,,2016,13,traffic accidents,1,20168,,,,,,,,,,
January,,2016,8,training,1,28780,,,,,,,,,,
January,,2016,21,trash,1,11275,,,,,,,,,,
January,,2016,9,Trash,1,26399,,,,,,,,,,
January,,2016,12,trash pick up,1,21410,,,,,,,,,,
January,,2016,11,trash pickup,1,22840,,,,,,,,,,
January,,2016,9,tree,1,26399,,,,,,,,,,
January,,2016,8,tree recycling,1,28780,,,,,,,,,,
January,,2016,33,trustee,1,5822,,,,,,,,,,
January,,2016,9,unemployment,1,26399,,,,,,,,,,
January,,2016,10,uniform metro,1,24413,,,,,,,,,,
January,,2016,11,urban services district,1,22840,,,,,,,,,,
January,,2016,10,Urban Services District,1,24413,,,,,,,,,,
January,,2016,13,urban zoning overlay,1,20168,,,,,,,,,,
January,,2016,7,utilities,1,31551,,,,,,,,,,
January,,2016,8,vacation,1,28780,,,,,,,,,,
January,,2016,9,Vehicle inspection jobs,1,26399,,,,,,,,,,
January,,2016,10,Vehicle registration,1,24413,,,,,,,,,,
January,,2016,9,vehicle registration,1,26399,,,,,,,,,,
January,,2016,10,vera mae harris,1,24413,,,,,,,,,,
January,,2016,12,vested pensions,1,21410,,,,,,,,,,
January,,2016,15,vital records,1,17757,,,,,,,,,,
January,,2016,14,voter registration,1,18917,,,,,,,,,,
January,,2016,10,voya,1,24413,,,,,,,,,,
January,,2016,7,w2,1,31551,,,,,,,,,,
January,,2016,7,w-2,1,31551,,,,,,,,,,
January,,2016,12,warrant search,1,21410,,,,,,,,,,
January,,2016,7,Warrant search,1,31551,,,,,,,,,,
January,,2016,47,warrants,1,3375,,,,,,,,,,
January,,2016,21,Warrants,1,11275,,,,,,,,,,
January,,2016,7,waste management,1,31551,,,,,,,,,,
